"ft_dem","ft_rep","ft_lib","ft_con","ft_bigbiz","ft_unions","ft_xtnfund","ft_feminists","ft_gays","ft_trans","ft_muslims","ft_christians","ft_jews","ft_white","ft_black","ft_latino","ft_asian","ft_police","ft_blm","ft_maga","ft_nra","ft_rurams","ft_illegimmig","ft_dempres_pre","ft_reppres_pre","ft_biden_pre","ft_rfkJR_pre"
35,0,60,35,5,85,15,80,100,70,50,30,100,60,75,70,75,55,30,0,30,75,30,70,0,70,40
90,0,85,15,15,85,0,100,85,85,85,15,85,40,60,60,70,30,85,0,0,15,85,100,0,90,0
85,15,85,30,50,85,0,50,50,50,50,30,85,85,85,85,85,85,50,0,40,50,50,85,0,85,15
80,10,30,40,20,100,0,40,50,50,50,40,50,70,80,100,100,10,60,0,30,50,80,70,0,85,60
100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,50,100,50
50,0,85,10,85,50,10,85,85,85,70,60,85,70,80,90,95,70,70,0,0,0,80,75,0,75,0
100,0,60,0,15,100,0,100,100,100,100,0,100,85,100,100,100,30,100,0,0,40,100,100,0,60,NA
10,60,10,90,10,90,50,10,10,10,50,90,90,90,90,90,90,90,10,10,90,50,50,0,1,0,1
60,30,50,50,50,50,50,50,70,50,50,85,70,NA,85,100,100,100,85,50,50,85,30,70,15,70,60
60,30,50,50,40,90,40,60,55,52,55,55,60,60,60,60,60,60,60,40,35,60,50,75,30,65,45
60,15,80,30,0,70,15,90,90,90,90,30,85,30,60,60,60,50,85,0,0,40,60,70,0,70,50
60,40,80,45,30,75,30,90,90,85,75,65,70,85,85,85,85,70,80,30,55,65,NA,50,50,50,85
60,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,60,60
0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,50,0,0
30,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,60,15,60
50,50,50,50,50,50,70,50,50,30,70,85,50,50,50,50,50,40,70,60,50,50,50,15,15,0,0
30,30,15,15,15,15,15,15,15,15,15,60,15,15,50,70,50,15,15,15,15,15,50,15,15,15,0
70,30,85,50,85,70,15,85,100,85,85,85,85,85,85,85,85,85,85,15,40,50,60,60,0,60,50
100,0,85,0.85,85,85,70,50,50,50,60,NA,60,100,100,100,100,85,100,100,15,100,50,100,0,100,15
60,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,15,50,60
20,20,60,60,80,40,20,60,95,80,90,85,95,100,100,100,100,85,40,40,50,85,40,30,30,30,30
100,0,60,15,60,40,30,70,70,60,70,70,70,100,100,100,100,70,70,15,15,70,100,100,0,85,70
60,60,50,70,60,30,0,60,85,50,50,50,50,80,NA,100,100,85,70,70,85,50,50,60,70,15,60
30,85,40,85,70,0,100,50,50,0,50,100,85,50,50,50,NA,100,50,100,85,50,30,0,85,0,85
0,100,40,85,40,40,15,50,40,0,50,100,70,70,70,70,70,85,15,70,70,85,30,0,100,0,50
85,0,70,40,40,70,85,85,50,50,60,100,85,50,50,50,50,100,100,15,0,100,30,85,0,100,0
30,15,75,15,40,100,5,100,100,100,90,90,90,55,65,65,70,15,85,0,30,65,65,70,0,65,55
80,0,60,30,30,85,15,55,100,100,60,30,90,80,90,90,90,55,75,0,0,50,45,85,0,85,15
70,35,75,50,50,60,0,60,90,70,70,45,70,65,80,75,90,70,80,15,60,75,75,75,15,70,15
90,0,100,0,40,85,0,100,85,85,50,60,85,60,85,70,85,70,100,0,0,60,70,100,0,100,0
70,15,70,70,50,50,85,70,50,50,70,100,85,85,85,100,85,85,70,0,40,100,70,100,0,85,50
100,0,100,0,90,85,0,100,100,100,100,100,100,100,100,100,100,85,100,0,0,100,100,100,0,100,0
60,0,85,15,0,100,15,100,100,85,100,100,100,85,85,85,85,70,100,0,0,70,85,85,0,50,0
50,70,80,65,80,70,75,60,50,45,50,75,60,50,50,50,50,70,50,80,50,60,40,50,60,55,50
15,60,50,70,50,60,40,50,70,50,60,60,70,90,90,90,90,85,10,70,50,70,40,15,85,20,60
0,60,15,90,75,15,90,30,10,0,0,90,90,50,50,50,50,90,0,90,90,90,0,0,70,15,70
60,50,60,60,70,40,50,60,50,60,50,70,70,50,50,50,NA,100,40,70,50,50,50,50,30,15,50
40,70,40,85,60,70,70,60,60,60,70,80,80,85,70,85,85,85,15,85,60,90,30,15,85,15,70
10,85,10,90,10,10,50,50,50,10,50,NA,50,50,50,50,50,75,0,50,65,90,0,10,85,10,50
0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,15
0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,0
0,70,15,85,40,70,85,30,50,50,50,100,85,85,70,85,85,100,0,100,85,100,0,0,85,0,85
0,85,60,85,50,30,85,40,50,0,0,100,85,NA,100,100,100,100,0,100,100,85,50,0,100,0,70
55,10,70,20,40,55,1,65,55,50,35,25,80,50,50,50,50,45,55,0,15,15,50,70,2,65,50
50,50,60,40,70,40,40,100,100,100,100,100,100,100,100,100,100,100,100,0,15,100,100,100,0,50,85
100,0,70,0,50,70,0,50,100,0,100,50,50,0,NA,100,100,70,15,0,0,0,0,100,0,100,85
15,60,60,70,40,50,50,50,50,50,85,70,85,40,70,70,70,70,50,70,70,85,40,NA,NA,NA,70
0,0,0,0,0,0,0,0,0,0,0,100,50,50,50,50,50,0,0,0,50,0,0,0,0,0,50
70,10,80,100,45,100,50,100,100,50,100,100,100,75,75,90,75,40,100,100,100,100,80,15,60,0,50
75,25,75,30,30,100,25,85,70,50,50,50,50,50,50,50,50,40,90,20,15,50,50,65,0,35,55
0,100,0,100,50,50,0,0,0,0,0,100,100,100,0,0,50,100,0,100,100,100,0,0,100,0,30
60,10,50,50,50,66,2,99,99,99,50,50,50,50,50,50,50,85,85,1,0,99,40,80,0,70,30
100,20,100,5,50,85,10,100,100,100,100,20,100,85,100,100,100,80,90,0,0,70,NA,100,0,75,15
85,0,85,70,30,85,0,70,70,85,85,70,85,75,75,75,75,85,70,0,0,85,75,100,0,85,39
70,30,70,70,60,60,40,70,85,85,50,85,100,70,70,70,85,70,85,30,40,70,70,85,0,85,0
30,60,50,60,50,85,40,85,85,85,85,NA,85,85,85,85,85,85,60,70,60,85,40,15,70,0,85
15,60,50,15,50,30,0,100,100,50,50,50,100,85,85,85,85,60,15,30,30,100,0,30,70,30,60
80,0,85,10,50,85,0,70,85,50,50,70,70,100,50,90,100,100,50,0,50,30,50,99,0,80,0
15,60,40,70,60,40,40,50,50,50,50,85,85,NA,70,70,85,85,0,60,60,100,40,0,70,0,85
15,85,40,50,40,85,85,50,50,15,15,100,50,100,85,100,85,85,50,85,100,100,0,15,85,15,50
15,70,15,85,60,50,70,15,30,40,60,100,100,70,60,85,70,85,30,60,85,70,60,0,40,15,50
10,100,0,100,40,100,100,0,60,10,80,100,80,100,100,100,100,90,0,100,100,100,0,10,100,10,50
85,15,85,20,30,70,15,85,50,50,80,40,85,65,85,85,85,80,80,0,0,40,30,80,0,85,15
85,15,85,70,70,85,70,100,100,100,100,100,100,100,100,100,100,85,85,0,0,100,85,85,0,85,15
70,15,60,40,35,55,45,60,60,50,45,60,60,50,50,50,50,60,60,5,20,55,40,85,0,85,15
85,15,60,40,50,60,50,50,85,50,50,50,100,50,50,50,50,50,50,0,15,50,50,85,0,75,30
60,15,50,50,50,85,0,100,100,100,50,0,85,50,50,50,50,60,85,0,100,85,40,100,0,50,50
60,40,75,50,40,60,50,100,100,100,100,100,100,90,90,100,90,100,90,15,0,90,60,60,30,60,50
60,10,60,15,36,40,0,50,50,50,50,50,50,50,50,50,50,85,50,0,60,95,40,60,0,50,0
70,0,85,40,10,85,5,75,75,70,75,70,75,80,80,80,80,60,85,0,0,40,60,70,0,65,30
40,15,0,0,0,50,0,0,50,50,0,50,50,50,50,50,50,100,0,0,100,50,50,85,0,60,0
50,30,20,30,25,50,10,30,20,10,70,10,60,80,55,NA,55,75,20,10,35,65,20,50,50,50,50
10,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,0,50
0,13,40,60,30,50,60,60,85,85,60,85,85,85,85,85,85,40,40,40,50,85,50,0,30,15,100
70,70,60,60,50,40,50,40,60,50,60,85,60,85,85,85,85,60,60,40,50,60,NA,100,0,70,40
85,30,60,60,60,70,30,70,100,70,50,40,70,85,60,85,85,100,0,0,40,100,60,100,0,100,50
15,50,50,60,60,85,NA,15,50,15,0,100,100,50,50,50,50,85,0,60,85,50,15,15,50,15,50
10,10,50,60,15,100,50,100,100,100,100,100,50,NA,100,100,100,100,100,0,0,0,100,15,0,15,10
0,70,20,100,50,50,100,40,90,70,100,100,100,95,95,95,95,90,0,100,100,100,0,0,85,0,50
30,85,15,100,70,50,70,60,70,30,60,70,100,50,50,50,50,85,60,100,85,100,50,0,85,0,100
0,100,15,100,85,30,100,30,15,0,0,100,85,85,50,40,50,85,15,100,100,100,0,0,85,0,0
30,85,50,85,70,70,85,60,60,70,60,85,85,85,85,85,85,85,0,85,60,85,NA,0,70,0,50
0,85,15,95,90,90,95,50,50,50,50,100,100,50,50,50,50,100,95,85,50,50,40,50,85,15,50
50,15,50,50,70,85,100,100,100,100,100,100,100,70,100,70,80,0,100,0,50,50,50,30,15,30,100
15,85,60,60,30,60,70,40,30,15,50,70,60,85,50,60,30,15,50,50,50,70,40,0,85,15,85
0,100,0,100,30,100,100,0,0,0,100,NA,100,85,85,85,85,70,30,100,85,100,40,0,100,0,0
85,0,60,0,30,100,0,60,60,50,50,40,60,10,100,100,100,60,100,0,100,30,50,100,0,60,0
50,30,30,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,50,50,50,50,60,60,60,50
0,60,0,50,0,60,50,0,0,0,50,50,50,0,0,0,0,40,0,50,60,50,0,0,60,0,50
0,100,0,100,50,70,85,0,0,5,0,85,70,100,30,0,70,50,0,100,100,100,0,0,100,0,75
70,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,40,85
70,15,85,70,50,60,85,85,85,85,85,85,85,85,85,85,85,40,70,50,50,60,70,80,0,70,40
60,0,100,100,100,0,70,100,0,100,100,0,100,15,100,85,100,50,100,0,0,75,50,60,0,70,0
0,40,60,50,50,60,50,100,100,100,50,100,85,70,70,70,70,100,100,50,40,85,70,0,85,0,40
60,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,50,50,70
60,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,85,50,70
30,60,50,50,50,100,100,70,100,100,100,100,100,NA,NA,NA,NA,80,70,0,50,50,NA,0,60,0,70
0,85,15,75,50,65,50,0,50,50,70,75,70,50,50,50,50,50,30,65,50,70,40,0,75,0,80
95,0,85,15,40,50,0,85,100,85,50,30,50,50,50,50,50,85,60,0,0,70,50,85,0,75,50
70,15,50,50,60,60,50,70,70,70,70,NA,70,70,70,70,70,70,60,50,70,70,70,70,0,50,50
0,60,15,100,15,15,85,0,40,15,60,85,50,85,85,85,85,85,15,85,0,85,0,0,85,0,NA
50,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,0,40,30
50,50,40,60,70,10,50,50,50,40,50,NA,50,50,50,50,50,100,50,40,20,80,0,50,50,50,30
40,85,0,50,50,50,50,50,50,50,50,50,50,65,NA,65,65,85,85,100,50,50,65,0,60,40,50
0,70,25,70,40,60,75,50,0,0,15,90,75,NA,50,59,60,50,25,90,75,70,0,0,90,0,70
50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,50,60,0
15,70,15,85,15,50,50,30,30,30,40,50,50,50,50,50,50,85,30,85,70,85,40,0,85,0,65
0,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,90
0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
0,70,50,60,50,85,60,50,60,50,60,60,60,60,60,60,70,70,50,30,30,70,60,50,60,70,0
42,30,40,15,0,100,0,85,100,100,100,30,100,85,100,100,NA,15,100,0,30,70,100,60,0,40,35
70,50,15,85,50,90,60,15,15,15,0,60,50,85,60,100,80,60,85,85,30,70,60,85,15,50,40
25,75,50,50,15,50,50,50,50,50,50,85,50,85,85,85,85,70,50,50,50,70,0,0,75,0,60
50,50,NA,NA,40,50,40,NA,100,30,NA,100,100,50,30,30,50,70,NA,NA,100,100,30,30,50,30,50
70,30,50,40,30,85,15,0,60,40,85,60,70,NA,70,85,85,85,15,15,60,60,60,70,30,60,85
75,75,85,40,60,85,50,85,85,85,85,70,85,70,100,85,85,70,95,0,0,50,40,75,40,80,20
70,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,30,40,0
0,50,40,70,40,50,50,15,50,15,40,85,50,50,50,50,50,70,0,50,60,85,15,30,60,15,50
50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,15,50
50,50,40,50,50,50,40,50,50,50,50,50,50,50,50,50,50,70,50,40,50,50,40,50,0,50,0
0,100,0,50,50,50,100,100,100,100,100,NA,100,100,100,100,100,100,50,100,100,100,100,0,100,0,50
15,70,40,85,40,40,50,30,50,50,50,85,50,NA,NA,NA,NA,60,15,85,70,85,NA,0,70,15,70
0,70,0,90,35,10,15,15,30,30,50,75,50,50,50,50,50,99,30,95,65,75,15,0,95,0,70
0,60,0,30,0,50,50,0,50,0,50,50,50,50,50,50,50,30,0,85,65,75,0,0,70,0,50
70,0,70,0,0,100,0,100,100,50,100,100,100,100,100,100,100,50,100,0,0,100,50,70,0,70,0
90,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,0,70,10
98,10,70,60,68,71,50,50,50,50,50,NA,50,50,50,50,50,69,47,0,29,50,50,100,0,90,0
40,20,65,30,0,65,0,90,95,95,95,80,95,95,95,95,95,75,80,0,0,50,70,70,0,75,10
80,10,65,15,60,65,0,50,50,50,50,0,60,55,50,50,55,65,50,0,0,50,50,80,0,75,10
100,0,100,0,50,85,0,70,100,100,70,50,100,60,70,NA,70,100,100,0,0,100,50,100,0,100,0
60,15,100,15,40,85,15,85,100,100,85,60,85,60,100,85,100,30,85,0,0,40,85,85,0,70,0
70,15,40,30,15,85,0,50,50,40,40,70,70,85,85,70,70,85,30,0,40,70,15,50,0,85,50
85,30,50,50,60,60,0,30,60,40,40,60,70,60,40,60,60,85,40,0,60,70,50,85,0,85,50
75,15,60,30,50,70,15,50,50,50,15,15,50,50,50,50,50,60,60,0,0,70,50,80,0,95,25
0,100,45,46,45,86,36,78,85,12,23,56,45,50,50,50,56,45,69,56,56,50,0,15,100,0,0
85,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,15,70,50
15,85,40,60,85,40,50,50,40,15,40,NA,50,50,50,50,50,85,15,70,70,50,15,0,100,15,60
30,85,40,70,50,50,60,40,40,40,40,85,70,85,85,NA,85,85,50,85,60,85,50,30,85,40,70
29,85,50,50,100,100,0,0,0,0,0,85,85,70,75,70,75,100,0,100,85,85,65,15,95,15,40
0,100,0,90,85,60,50,30,30,30,85,NA,85,85,85,90,70,NA,50,100,85,75,50,0,100,0,50
75,28,55,35,30,65,10,35,50,25,45,70,50,65,45,50,65,55,33,0,45,70,30,95,0,73,25
0,85,30,100,50,40,100,30,50,50,40,100,70,70,70,70,70,85,0,100,100,100,15,15,100,0,70
70,10,70,30,40,60,40,60,50,60,60,70,50,70,70,70,70,60,70,15,30,60,70,95,0,90,0
15,0,50,40,30,40,15,0,70,60,30,15,40,70,40,85,60,70,30,40,50,15,50,0,40,60,85
50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,15,60
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,NA,50,50,50,50,50,50,50,50,0,85,50
70,30,50,50,50,50,50,50,100,30,50,70,30,85,100,85,85,15,85,NA,50,50,85,85,30,40,50
0,0,100,40,50,100,0,70,100,100,100,50,100,50,100,100,100,100,70,0,40,100,50,70,50,0,60
40,70,30,50,50,60,15,30,15,15,40,40,30,60,60,60,60,70,50,15,50,60,40,10,0,0,30
85,15,95,40,10,100,0,95,100,100,95,80,100,50,85,75,75,75,100,0,0,85,75,80,0,60,40
60,70,50,50,50,100,100,100,100,100,100,100,100,0,100,100,15,100,100,50,50,100,100,40,50,15,50
0,40,10,90,40,40,50,20,75,50,50,85,90,90,90,90,90,60,0,85,50,85,0,15,70,0,70
10,42,30,85,40,50,60,50,50,42,50,85,55,50,50,50,50,62,15,50,45,60,45,15,40,15,51
65,50,NA,70,50,NA,NA,60,NA,NA,NA,NA,NA,70,70,60,70,85,NA,NA,50,NA,50,70,50,40,50
70,40,60,40,30,60,50,85,100,85,85,NA,85,85,85,85,85,60,85,0,0,75,85,85,0,70,30
100,15,70,40,40,70,60,85,100,100,100,100,100,85,85,NA,85,85,100,0,50,100,70,100,0,100,30
80,10,60,30,40,30,0,50,70,50,30,30,100,70,50,60,70,85,15,0,0,15,40,80,0,85,1
70,30,60,60,50,70,50,60,70,70,70,70,70,60,60,60,60,50,70,40,50,70,60,70,15,60,NA
70,0,50,0,40,50,100,100,50,50,100,100,0,40,50,50,50,0,0,0,50,50,0,100,0,85,0
80,30,100,30,50,50,15,100,100,100,85,85,100,NA,85,85,85,70,70,15,40,70,60,85,0,70,60
50,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,60,15
60,30,60,60,60,85,0,75,85,85,85,60,85,90,90,85,90,85,60,15,60,70,85,75,0,60,0
42,70,50,50,50,50,60,50,50,45,50,60,60,50,59,50,50,100,50,70,50,55,40,5,60,15,90
80,30,95,30,20,50,0,90,100,100,75,20,90,50,90,90,90,55,100,0,40,50,85,95,0,80,50
100,0,85,45,20,60,20,95,100,100,50,40,100,70,100,100,10,50,100,0,30,80,50,90,0,70,20
100,0,0,0,0,40,0,0,100,0,50,50,50,100,50,0,0,40,50,40,50,50,0,100,0,100,0
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,60
60,60,50,70,40,50,70,70,40,50,40,100,100,100,70,70,100,85,50,60,0,100,0,70,30,60,50
30,100,50,100,50,50,50,50,50,50,50,100,100,70,70,70,70,70,50,100,50,100,0,0,100,0,100
70,15,70,30,30,85,15,100,85,85,70,40,85,60,85,85,85,30,85,15,0,50,70,85,0,70,15
70,40,85,30,15,85,0,70,100,100,70,40,100,60,70,85,85,50,100,0,0,50,50,100,0,60,50
70,0,75,70,55,75,15,85,80,70,70,80,80,65,95,95,95,90,85,0,15,15,50,85,0,60,0
90,10,95,5,15,90,5,100,100,100,70,30,95,95,100,100,100,30,95,0,10,45,95,100,0,95,15
0,70,15,70,60,40,100,30,30,40,50,100,100,85,85,85,85,100,50,50,85,85,40,15,85,15,100
100,0,70,15,40,50,15,70,50,15,50,40,70,40,50,85,50,60,60,0,15,70,85,100,0,100,0
80,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,10,70,15
100,40,70,40,50,60,50,70,100,50,85,100,85,70,85,85,85,85,85,15,50,85,50,85,0,70,50
70,15,70,30,15,70,15,70,70,70,70,50,70,50,50,50,50,15,70,15,40,50,50,85,0,60,30
60,1,85,15,15,85,0,60,50,40,70,15,50,50,50,50,50,40,85,0,0,30,50,85,0,85,5
0,80,0,95,40,40,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,100,0,100,60,100,0,0,100,0,55
45,55,40,70,55,65,55,50,55,30,50,90,50,NA,NA,95,95,65,30,45,60,75,5,30,50,15,50
0,60,70,100,70,60,100,100,100,40,100,NA,100,100,100,100,100,100,40,100,85,100,0,0,100,0,70
30,60,15,70,40,50,60,15,50,50,50,70,50,100,NA,100,100,85,50,60,70,100,30,0,70,0,60
0,60,15,85,30,40,100,40,15,15,15,100,50,70,40,85,40,50,0,70,70,50,50,0,60,15,50
30,70,0,0,30,70,15,0,0,0,15,60,0,50,50,60,50,60,30,0,70,40,0,0,85,0,40
0,100,0,90,0,0,100,50,50,50,100,NA,100,100,100,100,100,100,0,50,75,100,50,0,85,0,75
70,0,85,30,40,85,15,100,85,85,70,60,85,70,70,85,85,30,70,0,0,60,60,100,0,60,0
50,50,NA,NA,50,50,NA,50,50,50,50,50,50,50,50,50,50,100,60,NA,NA,NA,50,70,0,60,50
60,15,NA,NA,30,NA,NA,15,50,50,50,40,50,50,50,85,50,70,50,0,15,NA,50,15,0,15,NA
0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,0
15,30,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,50,0,20,0,0,30,60,15,15
100,0,NA,NA,30,85,0,100,100,100,100,NA,100,100,100,100,100,100,100,0,0,70,70,100,0,100,0
60,0,50,0,0,100,15,100,100,100,100,40,100,50,100,100,100,40,100,0,40,50,60,50,0,60,0
10,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,0,75
40,40,50,40,30,60,70,50,50,50,50,100,50,85,85,85,85,60,70,60,50,70,40,40,60,30,50
95,5,85,40,50,50,15,60,50,50,60,NA,60,70,70,70,70,50,50,0,15,50,50,90,0,90,0
50,50,2,7,1,5,5,0,2,NA,1,50,100,48,58,NA,80,80,NA,1,0,50,4,50,60,50,50
0,0,15,85,30,70,85,70,85,85,85,NA,85,85,85,85,85,85,15,100,100,85,30,0,100,0,100
30,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,70,40,50
60,20,60,30,60,70,50,70,90,40,50,60,85,50,50,50,50,85,60,0,30,40,40,80,15,60,15
40,55,67,90,45,65,80,70,75,10,80,85,85,90,90,90,90,85,0,70,55,90,0,36,57,55,32
15,60,30,50,50,50,50,40,50,40,30,70,50,50,50,50,50,85,40,50,70,70,30,0,60,0,60
100,0,85,15,15,100,0,100,100,85,85,30,85,85,85,85,60,85,100,0,0,40,60,100,0,100,0
60,0,40,15,40,70,0,50,50,50,50,50,50,50,50,50,50,60,50,0,0,70,NA,60,0,60,50
50,25,50,50,80,100,40,40,20,20,30,80,75,85,70,70,85,95,65,13,90,80,50,40,0,40,30
85,10,60,60,70,70,60,100,100,100,100,NA,100,100,100,100,100,85,50,60,85,70,70,15,85,0,15
50,50,30,70,50,50,60,40,30,30,70,70,60,70,70,85,85,80,20,50,70,85,70,50,50,50,50
15,65,5,75,NA,15,50,15,50,15,40,55,90,50,50,50,50,75,10,75,75,100,0,15,90,0,55
70,70,0,70,40,40,70,30,0,0,0,70,70,70,70,100,70,70,0,0,0,0,70,70,0,40,70
60,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,0,70,0
15,30,50,50,15,15,50,50,50,50,50,50,50,50,50,50,50,40,0,50,50,60,40,0,60,0,85
0,85,0,100,50,14,50,40,0,0,0,75,100,50,50,NA,50,50,0,100,100,100,0,0,70,0,40
100,0,100,0,50,60,30,100,85,70,50,50,50,50,60,50,50,50,60,0,15,30,50,85,0,60,15
0,80,0,0,0,0,50,0,0,0,0,50,100,50,50,50,50,0,0,100,0,100,100,0,100,0,0
0,60,50,50,30,50,50,50,50,50,50,50,50,50,50,50,50,85,50,50,50,50,15,0,60,0,60
5,70,50,50,50,40,50,50,50,50,50,50,50,50,50,50,50,100,50,100,85,85,0,1,85,2,60
0,0,0,60,30,30,0,0,20,0,0,NA,10,40,40,40,40,40,0,50,70,50,0,0,100,0,0
40,60,50,50,60,60,50,45,50,50,50,50,50,80,80,80,80,80,50,50,80,80,60,40,40,40,50
50,50,40,60,60,50,50,45,30,30,50,75,50,50,40,50,50,60,35,60,50,80,40,50,60,30,50
60,15,15,40,50,85,40,50,50,15,20,100,50,50,30,30,50,85,40,70,100,70,15,15,60,15,70
50,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,40,50,60
85,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,30,85,40
75,0,75,40,10,95,10,95,95,80,60,50,80,50,50,50,50,30,90,0,15,90,35,99,0,60,40
70,15,70,70,90,90,60,90,90,90,90,90,90,90,90,90,90,90,90,0,0,90,70,70,0,70,40
95,5,95,20,30,70,0,70,100,85,70,0,70,100,100,100,100,90,80,0,0,20,100,85,0,75,15
60,20,70,40,40,70,40,60,100,50,50,85,100,85,85,85,70,100,40,0,50,85,70,90,0,60,60
15,20,0,40,50,30,10,20,50,0,50,50,50,50,50,50,50,60,0,0,60,60,10,0,15,15,60
10,75,0,50,75,100,0,50,100,25,0,0,100,100,100,100,100,100,0,0,100,100,0,0,70,20,75
15,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,40
0,100,50,50,50,50,30,0,0,0,0,NA,100,100,100,100,100,50,0,50,50,85,0,0,100,0,40
0,75,0,100,100,100,50,30,50,50,50,50,50,50,50,50,50,100,15,100,100,100,0,0,100,0,25
0,100,15,85,50,50,100,49,50,10,25,NA,30,65,50,60,60,80,25,70,75,100,0,0,100,0,50
30,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,50
85,40,80,50,50,80,70,80,80,80,80,80,80,80,80,80,80,80,90,10,20,80,80,100,0,90,0
70,30,100,50,30,80,10,100,100,80,80,70,100,95,100,100,100,95,50,0,30,90,60,85,0,85,30
0,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,99,0,99
40,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,15,40,60
70,10,60,50,50,60,50,85,100,90,80,90,100,80,100,100,80,75,80,50,60,50,50,85,15,60,50
0,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,50
15,80,40,60,40,60,60,60,60,60,60,NA,60,60,60,60,60,60,60,60,50,60,40,10,30,15,40
